codigo,unidade_sanitaria,tipo,tipo_de_us,nivel,classificacao,maternidade_sn,latitude,longitude,provincia,distrito
1031110,CS Nanhupo Rio,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.51149,-15.96447,NAMPULA,MOGOVOLAS
1031113,CS Tucua,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,NAMPULA,MOGOVOLAS
1031208,CS Briganha,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.31892,-16.71119,NAMPULA,MOMA
1031207,CS Chalaua,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,39.15751,-16.09175,NAMPULA,MOMA
1031211,CS Ligonha (Mucoroge),CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.1372,-16.86844,NAMPULA,MOMA
1031219,CS Mavuco,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.02053,-15.94829,NAMPULA,MOMA
1031213,CS Metil,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.03796,-16.40732,NAMPULA,MOMA
1031218,CS Micane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,39.25072,-16.60423,NAMPULA,MOMA
1031215,CS Pilivili,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.49588,-16.63915,NAMPULA,MOMA
1031209,CS Piqueira,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,38.96693,-16.12424,NAMPULA,MOMA
1031216,CS Savara,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.07776,-16.5637,NAMPULA,MOMA
1031217,CS Uala,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.22001,-16.42531,NAMPULA,MOMA
1031206,HD Moma,HD,Hospital Distrital,Nível Secundário,HD - Hospital Distrital,SIM,39.22263,-16.76222,NAMPULA,MOMA
1031307,CS Carapira,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,40.22405,-14.90926,NAMPULA,MONAPO
1031312,CS Chihiri,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.2938,-14.55293,NAMPULA,MONAPO
1031309,CS Itocolo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.33432,-14.71778,NAMPULA,MONAPO
1031313,Cs Jagaia,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.18098,-14.9797,NAMPULA,MONAPO
1031315,CS Maserpane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.09418,-14.9845,NAMPULA,MONAPO
1031314,CS Mecuco,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.06868,-14.72285,NAMPULA,MONAPO
1031316,CS Metocheria,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.08868,-14.85713,NAMPULA,MONAPO
1031306,CS Monapo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,40.29223,-14.91886,NAMPULA,MONAPO
1031318,CS Monapo Rio,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.33278,-14.89918,NAMPULA,MONAPO
1031310,CS Muatuca,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.83994,-14.65993,NAMPULA,MONAPO
1031319,CS Mucujua,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.04318,-15.14446,NAMPULA,MONAPO
1031301,CS Muripotana,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,,,,NAMPULA,MONAPO
1031321,CS Murruto,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.18626,-14.62682,NAMPULA,MONAPO
1031320,CS Napala,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.26413,-14.98131,NAMPULA,MONAPO
1031308,CS Natete,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,39.91748,-14.73757,NAMPULA,MONAPO
1031311,CS Netia,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.97653,-14.74685,NAMPULA,MONAPO
1031317,CS Ramiane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.27549,-14.79805,NAMPULA,MONAPO
1031300,HD Monapo,HD,Hospital Distrital,Nível Secundário,HD - Hospital Distrital,SIM,40.27805,-14.9261,NAMPULA,MONAPO
1031405,CS Ampita,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.4643,-15.26968,NAMPULA,MOSSURIL
1031413,CS Cabeceira Pequena,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.7579,-14.99789,NAMPULA,MOSSURIL
1031409,CS Chocas Mar,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.7374,-14.94491,NAMPULA,MOSSURIL
1031410,CS Lunga,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.5121,-15.17945,NAMPULA,MOSSURIL
1031411,CS Matibane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.76054,-14.85806,NAMPULA,MOSSURIL
1031406,CS Mossuril,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,40.65983,-14.95184,NAMPULA,MOSSURIL
1031439,CS Muaualo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.35599,-15.1821,NAMPULA,MOSSURIL
1031407,CS Nacucha,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,40.72378,-14.77225,NAMPULA,MOSSURIL
1031412,CS Namige,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.57508,-14.77814,NAMPULA,MOSSURIL
1031415,CS Namitatare,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,40.42792,-14.94195,NAMPULA,MOSSURIL
1031404,CS Sanhote,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,NAMPULA,MOSSURIL
1031408,PS Cabeceira Grande,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,NÃO,40.73045,-14.98109,NAMPULA,MOSSURIL
1031514,CS Chereque,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.51722,-14.3596,NAMPULA,MUECATE
1031509,CS Chinamane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.7408,-14.58177,NAMPULA,MUECATE
1031512,CS Gracio,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.39444,-14.43187,NAMPULA,MUECATE
1031507,CS Imala,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.57583,-14.57745,NAMPULA,MUECATE
1031513,CS Kavula,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.32351,-14.90487,NAMPULA,MUECATE
1031516,CS Minicane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.78172,-14.87686,NAMPULA,MUECATE
1031510,CS Muculuone,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.41536,-14.94219,NAMPULA,MUECATE
1031506,CS Muecate,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,39.63361,-14.88222,NAMPULA,MUECATE
1031508,CS Namahia,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.37796,-14.58045,NAMPULA,MUECATE
1031505,CS Namina-Rio,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.53068,-14.29441,NAMPULA,MUECATE
1031511,CS Napala,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.7885,-14.76574,NAMPULA,MUECATE
1031608,CS Chinga,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,38.6918,-15.20443,NAMPULA,MURRUPULA
1031610,CS Gazuzu,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,38.89107,-15.34561,NAMPULA,MURRUPULA
1031612,CS Mulhaniua,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,NAMPULA,MURRUPULA
1031606,CS Murrupula,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,38.67636,-15.45682,NAMPULA,MURRUPULA
1031613,CS Namilasse,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,,,,NAMPULA,MURRUPULA
1031607,CS Nihessiue,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,38.73533,-15.60112,NAMPULA,MURRUPULA
1031611,CS Tiponha,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,38.57486,-15.5859,NAMPULA,MURRUPULA
1031609,CS Umuato,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,38.79272,-15.42161,NAMPULA,MURRUPULA
1031808,CS Barragem,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.53546,-14.71631,NAMPULA,NACALA A VELHA
1031856,CS Ger-Ger (Covo),CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.36319,-14.4478,NAMPULA,NACALA A VELHA
1031807,CS Mueria,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,40.49485,-14.57661,NAMPULA,NACALA A VELHA
1031806,CS Nacla-a-Velha,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,40.62407,-14.54512,NAMPULA,NACALA A VELHA
1031811,CS Namalala,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,40.61314,-14.46127,NAMPULA,NACALA A VELHA
1031809,CS Salina,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,NÃO,40.6057,-14.6069,NAMPULA,NACALA A VELHA
1031715,CS Akumi,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,NÃO,40.69166,-14.55448,NAMPULA,NACALA PORTO
1031714,CS C.A.M.I.N.A,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,NÃO,40.6912,-14.55647,NAMPULA,NACALA PORTO
1031711,CS CFM,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,NÃO,40.67008,-14.54417,NAMPULA,NACALA PORTO
1031712,CS Cimentos,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,40.67814,-14.52028,NAMPULA,NACALA PORTO
1031716,CS Mahelene,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,40.78162,-14.63477,NAMPULA,NACALA PORTO
1031708,CS Murrupulane,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,40.67472,-14.65683,NAMPULA,NACALA PORTO
1031700,CS Nacala Porto,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo A,SIM,40.68293,-14.54653,NAMPULA,NACALA PORTO
1031709,CS Naherengue,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,NÃO,40.69384,-14.4705,NAMPULA,NACALA PORTO
1031718,cs Nampiza,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,NAMPULA,NACALA PORTO
1031717,CS Ontupaia,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.68916,-14.59532,NAMPULA,NACALA PORTO
1031707,CS Quissimajulo,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,40.78535,-14.51361,NAMPULA,NACALA PORTO
1031701,HG Nacala Porto,HG,Hospital Geral,Nível Secundário,HG - Hospital Geral,SIM,40.70302,-14.54423,NAMPULA,NACALA PORTO
1031710,PS A.D.P.P. Muzuane,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,NÃO,40.6757,-14.50639,NAMPULA,NACALA PORTO
1031713,PS CIFE,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,NÃO,40.69747,-14.48877,NAMPULA,NACALA PORTO
1031706,PS Mathapue,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,NÃO,40.70015,-14.55535,NAMPULA,NACALA PORTO
1031731,PS Penitenciaria,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,NÃO,,,NAMPULA,NACALA PORTO
1031903,CS Halaca,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.0619,-14.22302,NAMPULA,NACAROA
1031911,CS Mahetha,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.28944,-14.36549,NAMPULA,NACAROA
1031910,CS Muchico,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,39.75039,-14.30021,NAMPULA,NACAROA
1031906,CS Nacaroa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.92287,-14.36903,NAMPULA,NACAROA
1031907,CS Nachere,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,40.07896,-14.39071,NAMPULA,NACAROA
1031909,CS Nahadje,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,39.92454,-14.42153,NAMPULA,NACAROA
1031908,CS Saua-Saua,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.65229,-14.30926,NAMPULA,NACAROA
1032009,CS Caramaja,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.03579,-15.13821,NAMPULA,RAPALE
1032011,CS Mutivaze,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,38.95785,-14.9987,NAMPULA,RAPALE
1032012,CS Mutolo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.03493,-15.37526,NAMPULA,RAPALE
1032023,CS Nacuia,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,Sim,,,NAMPULA,RAPALE
1032008,CS Namaita,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,39.04114,-15.27402,NAMPULA,RAPALE
1032017,CS Namucaua,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,39.15171,-15.32944,NAMPULA,RAPALE
1032003,CS Navuca,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NAO,,,NAMPULA,RAPALE
1032006,CS Rapale,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,,,NAMPULA,RAPALE
1032022,PS Muleheia,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,NÃO,,,NAMPULA,RAPALE
1032107,CS Chica,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,38.51042,-15.00336,NAMPULA,RIBAUE
1032113,CS Cunle,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,38.22988,-15.10114,NAMPULA,RIBAUE
1032108,CS iapala Estação,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,38.04788,-15.02909,NAMPULA,RIBAUE
1032106,CS iapala Monapo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,38.07132,-14.98222,NAMPULA,RIBAUE
1032102,CS Lupi,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,NAMPULA,RIBAUE
1032109,CS Mecuasse,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,38.37434,-14.79166,NAMPULA,RIBAUE
1032110,CS Namiconha,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,38.33903,-15.04094,NAMPULA,RIBAUE
1032111,CS Riane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,37.76033,-14.9982,NAMPULA,RIBAUE
1032114,CS Roieque,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,NAMPULA,RIBAUE
1032101,HR Ribaue,HR,Hospital Rural,Nível Secundário,HR - Hospital Rural,SIM,38.32153,-14.94758,NAMPULA,RIBAUE
1032112,PS ESC.BAS.AGRARIA,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,NÃO,38.26929,-14.99322,NAMPULA,RIBAUE
1010406,CS Chala,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.03096,-13.63282,NIASSA,CHIMBUNILA
1010407,CS Chimbunila,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,35.4206,-13.3544,NIASSA,CHIMBUNILA
1010401,CS Chinenge,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,35.25312,-13.71427,NIASSA,CHIMBUNILA
1010408,CS Cholue,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,35.44756,-13.54618,NIASSA,CHIMBUNILA
1010416,CS Colongo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,35.36855,-13.34245,NIASSA,CHIMBUNILA
1010409,CS Lione,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.25655,-13.61501,NIASSA,CHIMBUNILA
1010402,CS Lumbe,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,35.24827,-13.42158,NIASSA,CHIMBUNILA
1010404,CS Macassangilo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,NIASSA,CHIMBUNILA
1010423,CS Machemba,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,35.28061,-13.47459,NIASSA,CHIMBUNILA
1010417,CS Machumane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,NÃO,35.35258,-13.31371,NIASSA,CHIMBUNILA
1010418,CS Mapaco,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.48787,-13.24348,NIASSA,CHIMBUNILA
1010414,CS Mussa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.47932,-13.29177,NIASSA,CHIMBUNILA
1010415,CS Namuanica,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.66083,-13.3345,NIASSA,CHIMBUNILA
1010403,CS Uti,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,35.37498,-13.43488,NIASSA,CHIMBUNILA
1010202,CS Adine 3,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,36.54778,-14.79797,NIASSA,CUAMBA
1010216,CS Cuamba,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,36.53314,-14.80133,NIASSA,CUAMBA
1010206,CS Etatara,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.61257,-15.14651,NIASSA,CUAMBA
1010217,CS Lúrio,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.85366,-14.79497,NIASSA,CUAMBA
1010224,CS Macaue II,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.43508,-14.73501,NIASSA,CUAMBA
1010207,CS Malapa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.61638,-14.98305,NIASSA,CUAMBA
1010223,CS Matias,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.52874,-14.89707,NIASSA,CUAMBA
1010208,CS Mebolache,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.25291,-14.45325,NIASSA,CUAMBA
1010228,CS Mepessene,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.37204,-14.83957,NIASSA,CUAMBA
1010221,CS Mepica,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.34286,-14.61324,NIASSA,CUAMBA
1010225,CS Meripo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.56875,-14.65118,NIASSA,CUAMBA
1010204,CS Militar de Cuamba,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,,,NIASSA,CUAMBA
1010209,CS Mitucué,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.62675,-14.72937,NIASSA,CUAMBA
1010220,CS Muanamunepa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.48533,-15.24303,NIASSA,CUAMBA
1010211,CS Mucuapa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.60002,-14.80017,NIASSA,CUAMBA
1010203,CS Muicuna,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,,,,NIASSA,CUAMBA
1010212,CS Muitetere,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo A,SIM,36.96335,-14.69291,NIASSA,CUAMBA
1010218,CS Mujawa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.53157,-14.78066,NIASSA,CUAMBA
1010205,CS Mutaco,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,NIASSA,CUAMBA
1010213,CS Namicova,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.49429,-14.80983,NIASSA,CUAMBA
1010222,CS Namuntimbua,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.53756,-14.83488,NIASSA,CUAMBA
1010215,CS Napacala,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.60589,-14.5443,NIASSA,CUAMBA
1010219,CS Sapura,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,,,NIASSA,CUAMBA
1010226,CS Teteriane,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,36.50849,-14.79232,NIASSA,CUAMBA
1010214,CS Titimane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,36.36631,-14.9154,NIASSA,CUAMBA
1010201,HR Cuamba,HD,Hospital Distrital,Nível Secundário,HD - Hospital Distrital,SIM,36.53446,-14.80216,NIASSA,CUAMBA
1010227,PS Estabelecimento Penitenciário de Cuamba,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,,,,NIASSA,CUAMBA
1010110,CS Assumane,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,35.25847,-13.25167,NIASSA,DISTRITO DE LICHINGA
1010103,CS Cerâmica,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,,,NIASSA,DISTRITO DE LICHINGA
1010120,CS Chilovelo,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,NÃO,,,NIASSA,DISTRITO DE LICHINGA
1010108,CS Chiuaula,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,35.25185,-13.32122,NIASSA,DISTRITO DE LICHINGA
1010112,CS Chiulugo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.30281,-13.28181,NIASSA,DISTRITO DE LICHINGA
1010126,CS Chivigo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,,,NIASSA,DISTRITO DE LICHINGA
1010106,CS Lichinga,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo A,NÃO,35.24583,-13.30649,NIASSA,DISTRITO DE LICHINGA
1010101,CS Luiça,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,35.31472,-13.19199,NIASSA,DISTRITO DE LICHINGA
1010111,CS Lulimile,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,NÃO,35.2708,-13.3395,NIASSA,DISTRITO DE LICHINGA
1010125,CS Lussanando,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,,,NIASSA,DISTRITO DE LICHINGA
1010102,CS Magiga,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,NÃO,35.384,-13.07986,NIASSA,DISTRITO DE LICHINGA
1010109,CS Malica,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.1947,-13.18545,NIASSA,DISTRITO DE LICHINGA
1010107,CS Massenger,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,NIASSA,DISTRITO DE LICHINGA
1010104,CS Matama,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,NÃO,35.36408,-13.27416,NIASSA,DISTRITO DE LICHINGA
1010116,CS Matemangue,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,35.27394,-13.14561,NIASSA,DISTRITO DE LICHINGA
1010105,CS Meponda,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.86964,-13.40793,NIASSA,DISTRITO DE LICHINGA
1010122,CS Micoco,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,NIASSA,DISTRITO DE LICHINGA
1010113,CS Mitava,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.30589,-13.33045,NIASSA,DISTRITO DE LICHINGA
1010115,CS Namacula,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,35.24803,-13.28979,NIASSA,DISTRITO DE LICHINGA
1010118,CS Nbetazigone,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,35.04992,-13.28901,NIASSA,DISTRITO DE LICHINGA
1010119,CS Nnomba,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,35.2708,-13.3395,NIASSA,DISTRITO DE LICHINGA
